


whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo

jzhang@jzhangs-MacBook-Pro tmp2 % whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo
100%|█████████████████████████████████████| 1.51G/1.51G [03:59<00:00, 6.75MiB/s]
[01:13:38.500 --> 01:13:39.400] 看这个虚空
[01:13:39.400 --> 01:13:40.920] 跟我的心看
[01:13:40.920 --> 01:13:42.040] 往里面看
[01:13:42.040 --> 01:13:43.560] 完全是一模一样
[01:13:43.560 --> 01:13:45.400] 自行以浮燃
[01:13:45.400 --> 01:13:50.340] 动念几行空啊
[01:13:50.340 --> 01:13:52.300] 懂的时候啊
[01:13:52.300 --> 01:13:54.160] 念头正在懂的时候
[01:13:54.160 --> 01:13:56.140] 动态满天飞啊
[01:13:56.140 --> 01:13:58.900] 乍念满天飞的时候啊
[01:13:58.900 --> 01:13:59.720] 都没问题
[01:13:59.720 --> 01:14:00.060] 看到
[01:14:00.060 --> 01:14:01.460] 一看啊
[01:14:01.460 --> 01:14:03.640] 满天飞的这个乍念
[01:14:03.640 --> 01:14:05.380] 其实就是啊
[01:14:05.380 --> 01:14:07.420] 其实他们都是空的啊
[01:14:07.420 --> 01:14:08.740] 他们都是空的
[01:14:08.740 --> 01:14:09.260] 他们都是
[01:14:09.260 --> 01:14:11.080] 完全是一个
[01:14:11.080 --> 01:14:12.660] 这个虚空一样的
[01:14:12.660 --> 01:14:14.000] 这个我们刚才
[01:14:14.000 --> 01:14:16.040] 就已经讲过了啊
[01:14:16.040 --> 01:14:18.040] 没有失修的人啊
[01:14:18.040 --> 01:14:18.680] 这个就是
[01:14:18.680 --> 01:14:20.120] 挺不动啊
[01:14:20.120 --> 01:14:20.700] 挺不动
[01:14:20.700 --> 01:14:21.480] 但是呢
[01:14:21.480 --> 01:14:22.860] 失修的人啊
[01:14:22.860 --> 01:14:23.300] 他自己
[01:14:23.300 --> 01:14:24.500] 尤其是有一点点
[01:14:24.500 --> 01:14:25.380] 这个感觉
[01:14:25.380 --> 01:14:26.480] 绝受啊
[01:14:26.480 --> 01:14:27.400] 这样子的话
[01:14:27.400 --> 01:14:28.640] 那就那就知道
[01:14:28.640 --> 01:14:29.260] 这个就是
[01:14:29.260 --> 01:14:30.660] 这个是不矛盾的
[01:14:30.660 --> 01:14:31.580] 是这样子啊
[01:14:31.580 --> 01:14:32.480] 所以呢
[01:14:32.480 --> 01:14:34.420] 懂没关系的
[01:14:34.420 --> 01:14:35.820] 到了这个时候呢
[01:14:35.820 --> 01:14:36.140] 啊
[01:14:36.140 --> 01:14:38.340] 就其实是不要求啊
[01:14:38.340 --> 01:14:39.040] 不要求
[01:14:39.040 --> 01:14:40.820] 不希望经啊
[01:14:40.820 --> 01:14:41.440] 这个时候
[01:14:41.440 --> 01:14:43.900] 经和东是一样的啊
[01:14:43.900 --> 01:14:43.940] 啊
[01:14:43.940 --> 01:14:44.200] 啊
[01:14:44.200 --> 01:14:45.160] 经啊
[01:14:45.160 --> 01:14:46.880] 也是禅丁啊
[01:14:46.880 --> 01:14:48.720] 也是禅丁啊
[01:14:48.720 --> 01:14:49.560] 东啊
[01:14:49.560 --> 01:14:50.580] 也是禅丁
[01:14:50.580 --> 01:14:51.280] 嗯
[01:14:51.280 --> 01:14:52.920] 然后没有这样子的
[01:14:52.920 --> 01:14:54.080] 觉悟的时候呢
[01:14:54.080 --> 01:14:54.320] 啊
[01:14:54.320 --> 01:14:55.680] 我们总是这个希望
[01:14:55.680 --> 01:14:57.040] 静下来啊
[01:14:57.040 --> 01:14:59.120] 念头那么多的时候呢
[01:14:59.120 --> 01:15:00.480] 我们人为啊
[01:15:00.480 --> 01:15:01.400] 这个时候就是
[01:15:01.400 --> 01:15:02.880] 不是禅丁了啊
[01:15:02.880 --> 01:15:03.000] 啊
[01:15:03.000 --> 01:15:04.800] 当这个心经下来的时候
[01:15:04.800 --> 01:15:05.840] 是是禅丁
[01:15:05.840 --> 01:15:06.860] 我们平时这样子
[01:15:06.860 --> 01:15:08.740] 那从机制的角度来讲
[01:15:08.740 --> 01:15:10.320] 这是没有错的啊
[01:15:10.320 --> 01:15:10.400] 啊
[01:15:10.400 --> 01:15:11.720] 机制的角度讲
[01:15:11.720 --> 01:15:13.080] 那就是这样子了啊
[01:15:13.080 --> 01:15:13.440] 啊
[01:15:13.440 --> 01:15:14.500] 机制的角度讲
[01:15:14.500 --> 01:15:15.980] 就这样子
[01:15:15.980 --> 01:15:16.860] 然后
[01:15:16.860 --> 01:15:18.100] 然后这个
[01:15:18.100 --> 01:15:19.140] 啊
[01:15:19.140 --> 01:15:22.180] 这个动年啊
[01:15:22.180 --> 01:15:22.700] 即
[01:15:22.700 --> 01:15:24.240] 行空啊
[01:15:24.240 --> 01:15:25.320] 就是正在
[01:15:25.320 --> 01:15:26.240] 这个念头
[01:15:26.240 --> 01:15:28.580] 正在漫天飞的时候啊
[01:15:28.580 --> 01:15:29.700] 就漫天飞的
[01:15:29.700 --> 01:15:31.680] 每一个念头啊
[01:15:31.680 --> 01:15:33.260] 他就是空的啊
[01:15:33.260 --> 01:15:34.880] 这不是理论啊
[01:15:34.880 --> 01:15:35.520] 理论上
[01:15:35.520 --> 01:15:36.720] 他当然是空的啊
[01:15:36.720 --> 01:15:37.840] 万事万物都是空
[01:15:37.840 --> 01:15:38.620] 他肯定也空
[01:15:38.620 --> 01:15:39.140] 啊
[01:15:39.140 --> 01:15:40.340] 这理论上都没有用
[01:15:40.340 --> 01:15:43.180] 就是你经下来去看这个念头
[01:15:43.180 --> 01:15:45.280] 正在诞生啊
[01:15:45.280 --> 01:15:46.120] 正在这个
[01:15:46.120 --> 01:15:50.360] 这个这个漫天飞的这个念头一看啊
[01:15:50.360 --> 01:15:51.660] 他必须要知道
[01:15:51.660 --> 01:15:52.980] 他是空的啊
[01:15:52.980 --> 01:15:53.700] 这个是
[01:15:53.700 --> 01:15:56.120] 这个得要看自己的啊
[01:15:56.120 --> 01:15:59.500] 这得要真的要看这个福报了啊
[01:15:59.500 --> 01:16:01.200] 这个得要看福报啊
[01:16:01.200 --> 01:16:02.920] 就是之前啊
[01:16:02.920 --> 01:16:03.180] 这个
[01:16:03.180 --> 01:16:03.800] 这个禅灰
[01:16:03.800 --> 01:16:04.920] 积累福报
[01:16:04.920 --> 01:16:06.000] 积累资粮
[01:16:06.000 --> 01:16:07.220] 各方面可以
[01:16:07.220 --> 01:16:08.980] 你一定会感觉得到啊
[01:16:08.980 --> 01:16:10.420] 这个念头都是
[01:16:10.420 --> 01:16:10.740] 都是
[01:16:10.740 --> 01:16:12.360] 虽然有念头
[01:16:12.360 --> 01:16:12.700] 都是
[01:16:12.700 --> 01:16:13.720] 都没关系
[01:16:13.720 --> 01:16:14.620] 都是空的啊
[01:16:14.620 --> 01:16:15.680] 那这个时候呢
[01:16:15.680 --> 01:16:17.300] 也就不要求心经下来
[01:16:17.300 --> 01:16:18.080] 就都可以
[01:16:18.080 --> 01:16:18.920] 经也可以
[01:16:18.920 --> 01:16:19.700] 动也可以
[01:16:19.700 --> 01:16:20.560] 都没问题
[01:16:20.560 --> 01:16:22.480] 动年
[01:16:22.480 --> 01:16:24.300] 即行空啊
[01:16:24.300 --> 01:16:25.760] 就非常清楚的
[01:16:25.760 --> 01:16:26.700] 就知道了啊
[01:16:26.700 --> 01:16:28.340] 要体会啊
[01:16:28.340 --> 01:16:31.300] 荡忧省定解啊
[01:16:31.300 --> 01:16:33.640] 要有一个深深的这个定解
[01:16:33.640 --> 01:16:35.420] 定解就是
[01:16:35.420 --> 01:16:37.860] 就是非常非常的确定啊
[01:16:37.860 --> 01:16:38.700] 就这意思啊
[01:16:38.700 --> 01:16:40.020] 非常的确定
[01:16:40.020 --> 01:16:42.500] 坚定不移的啊
[01:16:42.500 --> 01:16:43.720] 就这意思啊
[01:16:43.720 --> 01:16:46.000] 坚定不移的啊
[01:16:46.000 --> 01:16:46.320] 就是
[01:16:46.320 --> 01:16:49.200] 就是需要有这样子的这个定解
[01:16:49.200 --> 01:16:51.140] 诗东非东
[01:16:51.140 --> 01:16:52.120] 一会觉得有诗
[01:16:52.120 --> 01:16:53.060] 一会觉得也不是
[01:16:53.060 --> 01:16:54.820] 那这不行啊
[01:16:54.820 --> 01:16:55.440] 这个不行
[01:16:55.440 --> 01:16:57.900] 就是任何一个念头啊
[01:16:57.900 --> 01:17:00.680] 他就是正在这个
[01:17:00.680 --> 01:17:01.960] 这个产生的时候呢
[01:17:01.960 --> 01:17:03.360] 他也是啊
[01:17:03.360 --> 01:17:03.900] 就是
[01:17:03.900 --> 01:17:04.840] 是空的
[01:17:04.840 --> 01:17:06.520] 那这个是理论上
[01:17:06.520 --> 01:17:08.240] 这个是没有用的啊
[01:17:08.240 --> 01:17:09.780] 是自己体会到
[01:17:09.780 --> 01:17:11.900] 自己非常清楚的
[01:17:11.900 --> 01:17:13.340] 这个体会到
[01:17:13.340 --> 01:17:16.780] 那这就是特别的重要啊
[01:17:16.780 --> 01:17:18.240] 这个麦庞仁博写的
[01:17:18.240 --> 01:17:21.000] 这个定解抱顿论当中的
[01:17:21.000 --> 01:17:22.580] 这一句话啊
[01:17:22.580 --> 01:17:23.260] 是
[01:17:23.260 --> 01:17:26.200] 这个是非常重要的一个
[01:17:26.200 --> 01:17:28.340] 大圆满大收音的一个
[01:17:28.340 --> 01:17:29.520] 总和啊
[01:17:29.520 --> 01:17:30.440] 的内容
[01:17:30.440 --> 01:17:32.400] 产宗也在里面
[01:17:32.400 --> 01:17:33.100] 所以呢
[01:17:33.100 --> 01:17:35.420] 就是大家必须要知道啊
[01:17:35.420 --> 01:17:36.660] 你真武
[01:17:36.660 --> 01:17:37.280] 真武
[01:17:37.280 --> 01:17:37.740] 真武
[01:17:37.740 --> 01:17:38.700] 什么叫真武
[01:17:38.700 --> 01:17:40.120] 就是说啊
[01:17:40.120 --> 01:17:43.180] 就是我们看着啊
[01:17:43.180 --> 01:17:44.180] 我们这个
[01:17:44.180 --> 01:17:45.580] 看看这个
[01:17:45.580 --> 01:17:46.660] 颜千的
[01:17:46.660 --> 01:17:48.460] 这个虚恐的时候
[01:17:48.460 --> 01:17:48.960] 一样
[01:17:48.960 --> 01:17:50.040] 往里一看啊
[01:17:50.040 --> 01:17:52.200] 内心就是完全就跟他
[01:17:52.200 --> 01:17:53.040] 一模一样的
[01:17:53.040 --> 01:17:54.200] 空啊
[01:17:54.200 --> 01:17:56.600] 然后不单是这个啊
[01:17:56.600 --> 01:17:58.480] 那个拼近的时候
[01:17:58.480 --> 01:18:00.040] 这么空
[01:18:00.040 --> 01:18:00.780] 而且
[01:18:00.780 --> 01:18:03.260] 乍念满天飞的时候
[01:18:03.260 --> 01:18:05.060] 也是那样子啊
[01:18:05.060 --> 01:18:07.060] 的一个一个空心啊
[01:18:07.060 --> 01:18:08.460] 这就是有一个非常
[01:18:08.460 --> 01:18:11.180] 简定不一的一个定解啊
[01:18:11.180 --> 01:18:12.600] 那就是这叫做
[01:18:12.600 --> 01:18:14.400] 叫做叫做真武了啊
[01:18:14.400 --> 01:18:16.680] 这就叫做这个真武了
[01:18:16.680 --> 01:18:22.100] 这个是非常的啊
[01:18:22.100 --> 01:18:23.220] 重要啊
[01:18:23.220 --> 01:18:24.300] 大家一定要这个
[01:18:24.300 --> 01:18:25.080] 好好地修
[01:18:25.080 --> 01:18:26.300] 我们下面那个
[01:18:26.300 --> 01:18:27.180] 对
[01:18:27.180 --> 01:18:28.740] 那么这个里面呢
[01:18:28.740 --> 01:18:29.460] 就看
[01:18:29.460 --> 01:18:30.620] 我们现在看这个
[01:18:30.620 --> 01:18:31.000] 那
[01:18:31.000 --> 01:18:32.440] 他说啊
[01:18:32.440 --> 01:18:33.160] 当直
[01:18:33.160 --> 01:18:35.220] 此处的这个空心呢
[01:18:35.220 --> 01:18:36.720] 并非犹如
[01:18:36.720 --> 01:18:38.120] 并非犹如
[01:18:38.120 --> 01:18:39.860] 虚空的
[01:18:39.860 --> 01:18:40.660] 短空
[01:18:40.660 --> 01:18:42.360] 就是没有明啊
[01:18:42.360 --> 01:18:44.400] 没有光明的明分啊
[01:18:44.400 --> 01:18:46.800] 那实际上这个佛陀呢
[01:18:46.800 --> 01:18:48.480] 就是讲这个啊
[01:18:48.480 --> 01:18:51.000] 这个第二转法轮的时候呢
[01:18:51.000 --> 01:18:52.460] 其实就讲这个
[01:18:52.460 --> 01:18:54.740] 不太讲这个光明啊
[01:18:54.740 --> 01:18:55.820] 不太讲光明
[01:18:55.820 --> 01:18:56.820] 主要就讲这个
[01:18:56.820 --> 01:18:57.740] 博日空性
[01:18:57.740 --> 01:19:00.800] 而是
[01:19:00.800 --> 01:19:01.940] 辩知
[01:19:01.940 --> 01:19:03.820] 辩觉啊
[01:19:03.820 --> 01:19:04.700] 辩知
[01:19:04.700 --> 01:19:06.020] 辩觉是什么呢
[01:19:06.020 --> 01:19:07.380] 这个当瞎
[01:19:07.380 --> 01:19:09.600] 就是他自己非常清楚
[01:19:09.600 --> 01:19:10.340] 哎
[01:19:10.340 --> 01:19:11.580] 我们刚才讲了
[01:19:11.580 --> 01:19:12.820] 比如说你的眼睛
[01:19:12.820 --> 01:19:14.140] 往外面看的时候
[01:19:14.140 --> 01:19:15.480] 看到虚空
[01:19:15.480 --> 01:19:16.420] 谁看到的是
[01:19:16.420 --> 01:19:17.720] 眼睛看到的啊
[01:19:17.720 --> 01:19:18.540] 然后呢
[01:19:18.540 --> 01:19:20.540] 你就往里面一看啊
[01:19:20.540 --> 01:19:22.420] 内心亦孚然
[01:19:22.420 --> 01:19:24.480] 谁知道的呀啊
[01:19:24.480 --> 01:19:24.960] 那么
[01:19:24.960 --> 01:19:27.080] 知道的那个人啊
[01:19:27.080 --> 01:19:28.800] 那个东西就叫做
[01:19:28.800 --> 01:19:29.820] 辩知辩觉
[01:19:29.820 --> 01:19:30.320] 哎
[01:19:30.320 --> 01:19:30.920] 他
[01:19:30.920 --> 01:19:33.060] 那个就叫做明分啊
[01:19:33.060 --> 01:19:33.620] 那
[01:19:33.620 --> 01:19:34.960] 这个就是这个
[01:19:34.960 --> 01:19:35.940] 后面啊
[01:19:35.940 --> 01:19:36.640] 那个
[01:19:36.640 --> 01:19:36.960] 那个
[01:19:36.960 --> 01:19:37.040] 那个
[01:19:37.040 --> 01:19:40.180] 禅宗里面讲的啊
[01:19:40.180 --> 01:19:42.980] 禅罗罗啊
[01:19:42.980 --> 01:19:43.960] 禅罗罗
[01:19:43.960 --> 01:19:45.280] 赤沙沙
[01:19:45.280 --> 01:19:45.860] 就是这个
[01:19:45.860 --> 01:19:46.400] 这个意思
[01:19:46.400 --> 01:19:47.160] 就是这个
[01:19:47.160 --> 01:19:49.160] 辩知和辩觉的
[01:19:49.160 --> 01:19:51.480] 辩知和辩觉啊
[01:19:51.480 --> 01:19:52.760] 明分啊
[01:19:52.760 --> 01:19:53.340] 那么
[01:19:53.340 --> 01:19:54.580] 他们呢
[01:19:54.580 --> 01:19:55.580] 就是啊
[01:19:55.580 --> 01:19:58.260] 就是这个没有任何的啊
[01:19:58.260 --> 01:20:00.040] 这个啊
[01:20:00.040 --> 01:20:00.380] 就是
[01:20:00.380 --> 01:20:02.000] 遮改啊
[01:20:02.000 --> 01:20:03.460] 这个东西啊
[01:20:03.460 --> 01:20:04.840] 直接就看到了
[01:20:04.840 --> 01:20:05.460] 他的这个
[01:20:05.460 --> 01:20:06.100] 奔提
[01:20:06.100 --> 01:20:07.500] 奔来的面目啊
[01:20:07.500 --> 01:20:07.520] 奔来的面目啊
[01:20:07.520 --> 01:20:09.380] 所以呢
[01:20:09.380 --> 01:20:11.380] 他是这个啊
[01:20:11.380 --> 01:20:11.520] 他是这个啊
[01:20:11.520 --> 01:20:12.920] 他是这个啊
[01:20:12.920 --> 01:20:13.940] 赤裸裸的
[01:20:13.940 --> 01:20:15.180] 一死不光
[01:20:15.180 --> 01:20:17.260] 然后就是叫做这个啊
[01:20:17.260 --> 01:20:18.120] 就叫做
[01:20:18.120 --> 01:20:19.260] 敬裸裸啊
[01:20:19.260 --> 01:20:20.840] 实际上就是这个
[01:20:20.840 --> 01:20:22.400] 辩知辩觉
[01:20:22.400 --> 01:20:23.400] 之什么呢
[01:20:23.400 --> 01:20:24.640] 绝什么呢啊
[01:20:24.640 --> 01:20:26.560] 你不是刚才这个啊
[01:20:26.560 --> 01:20:28.260] 就感受到这个空心吗
[01:20:28.260 --> 01:20:29.880] 那就是知空心啊
[01:20:29.880 --> 01:20:30.100] 啊
[01:20:30.100 --> 01:20:31.760] 这个绝空心啊
[01:20:31.760 --> 01:20:32.060] 啊
[01:20:32.060 --> 01:20:34.440] 那不就是这个绝的这个啊
[01:20:34.440 --> 01:20:35.940] 绝空心的这个东西
[01:20:35.940 --> 01:20:37.380] 跟空两个合在一起
[01:20:37.380 --> 01:20:39.620] 那不就是明空双云了吗
[01:20:39.620 --> 01:20:39.960] 啊
[01:20:39.960 --> 01:20:41.540] 那这个都叫做
[01:20:41.540 --> 01:20:42.960] 这叫做这个
[01:20:42.960 --> 01:20:43.900] 法身
[01:20:43.900 --> 01:20:46.560] 金刚经里面讲的这个佛
[01:20:46.560 --> 01:20:47.640] 就是他啊
[01:20:47.640 --> 01:20:48.360] 就是他
[01:20:48.360 --> 01:20:50.040] 密宗里面讲的法身
[01:20:50.040 --> 01:20:50.900] 就是他
[01:20:50.900 --> 01:20:52.460] 所有的这个
[01:20:52.460 --> 01:20:53.900] 这个密宗的这些
[01:20:53.900 --> 01:20:54.480] 本尊
[01:20:54.480 --> 01:20:56.100] 都是他的
[01:20:56.100 --> 01:20:57.400] 啊
[01:20:57.400 --> 01:20:59.020] 在密宗里面就叫做
[01:20:59.020 --> 01:20:59.700] 幽物
[01:20:59.700 --> 01:21:00.940] 幽物啊
[01:21:00.940 --> 01:21:02.860] 他的变化
[01:21:02.860 --> 01:21:03.280] 啊
[01:21:03.280 --> 01:21:04.440] 他的变化
[01:21:04.440 --> 01:21:05.600] 本体就是他
[01:21:05.600 --> 01:21:07.280] 然后呢
[01:21:07.280 --> 01:21:09.200] 不但是密宗的这个本尊
[01:21:09.200 --> 01:21:10.240] 释迦牟尼佛
[01:21:10.240 --> 01:21:12.240] 当时2500多年前
[01:21:12.240 --> 01:21:12.920] 啊
[01:21:12.920 --> 01:21:14.840] 在印度菩提嘎亚
[01:21:14.840 --> 01:21:16.640] 就是就出来这么一个人
[01:21:16.640 --> 01:21:17.980] 转了三次法轮
[01:21:17.980 --> 01:21:19.400] 他也是他的
[01:21:19.400 --> 01:21:20.220] 啊
[01:21:20.220 --> 01:21:20.540] 这个
[01:21:20.540 --> 01:21:21.940] 一个一个
[01:21:21.940 --> 01:21:22.800] 环画
[01:21:22.800 --> 01:21:23.440] 啊
[01:21:23.440 --> 01:21:24.580] 他的一种
[01:21:24.580 --> 01:21:25.900] 一种一种花现
[01:21:25.900 --> 01:21:27.960] 他的投射的一个画面
[01:21:27.960 --> 01:21:28.220] 啊
[01:21:28.220 --> 01:21:28.900] 他也是
[01:21:28.900 --> 01:21:31.700] 我们大家也是啊
[01:21:31.700 --> 01:21:32.300] 但是呢
[01:21:32.300 --> 01:21:33.700] 我们现在没有误啊
[01:21:33.700 --> 01:21:35.060] 所以就是不起作用
[01:21:35.060 --> 01:21:36.320] 所以呢
[01:21:36.320 --> 01:21:38.280] 变质变绝
[01:21:38.280 --> 01:21:38.860] 哎
[01:21:38.860 --> 01:21:39.460] 这个就是
[01:21:39.460 --> 01:21:40.580] 这个特别多
[01:21:40.580 --> 01:21:41.860] 大圆满大声音
[01:21:41.860 --> 01:21:43.300] 就是他就非常非常地
[01:21:43.300 --> 01:21:45.160] 着重这个变质变绝啊
[01:21:45.160 --> 01:21:45.420] 啊
[01:21:45.420 --> 01:21:45.900] 然后呢
[01:21:45.900 --> 01:21:46.620] 中观呢
[01:21:46.620 --> 01:21:47.560] 特别的强调
[01:21:47.560 --> 01:21:49.120] 前面的这个空
[01:21:49.120 --> 01:21:49.800] 啊
[01:21:49.800 --> 01:21:50.440] 是这样子
[01:21:50.440 --> 01:21:51.280] 所以我们
[01:21:51.280 --> 01:21:52.960] 这一次呢
[01:21:52.960 --> 01:21:53.280] 啊
[01:21:53.280 --> 01:21:54.600] 其实是这个
[01:21:54.600 --> 01:21:55.680] 这个
[01:21:55.680 --> 01:21:56.860] 讲的是
[01:21:56.860 --> 01:21:57.460] 主要是
[01:21:57.460 --> 01:21:58.840] 主要中电啊
[01:21:58.840 --> 01:22:00.040] 中电就是这个
[01:22:00.040 --> 01:22:01.600] 这个空啊
[01:22:01.600 --> 01:22:02.880] 空是这样子啊
[01:22:02.880 --> 01:22:04.020] 啊
[01:22:04.020 --> 01:22:05.000] 但是今天这个
[01:22:05.000 --> 01:22:05.900] 大圆满的这些
[01:22:05.900 --> 01:22:06.440] 很多东西
[01:22:06.440 --> 01:22:07.320] 我们在这里面
[01:22:07.320 --> 01:22:07.800] 讲完了
[01:22:07.800 --> 01:22:08.840] 所以我们今天的
[01:22:08.840 --> 01:22:11.720] 这个文字和这个啊
[01:22:11.720 --> 01:22:12.080] 这个
[01:22:12.080 --> 01:22:14.280] 这个影片啊
[01:22:14.280 --> 01:22:16.020] 都是不公开的啊
[01:22:16.020 --> 01:22:17.780] 到时候要做两个啊
[01:22:17.780 --> 01:22:19.060] 一个是把有些内容
[01:22:19.060 --> 01:22:19.980] 就是建计
[01:22:19.980 --> 01:22:21.060] 建完了以后呢
[01:22:21.060 --> 01:22:22.600] 可以给大家看啊
[01:22:22.600 --> 01:22:23.880] 那另外一个呢
[01:22:23.880 --> 01:22:24.780] 就完整的
[01:22:24.780 --> 01:22:26.000] 没有删件的啊
[01:22:26.000 --> 01:22:27.400] 这个就只能
[01:22:27.400 --> 01:22:27.500] 只能
[01:22:27.500 --> 01:22:27.840] 只能
[01:22:27.840 --> 01:22:28.740] 保留啊
[01:22:28.740 --> 01:22:30.140] 你们到时候去听听
[01:22:30.140 --> 01:22:30.640] 大圆满
[01:22:30.640 --> 01:22:31.280] 车去
[01:22:31.280 --> 01:22:32.640] 除了这些意外
[01:22:32.640 --> 01:22:33.280] 还有什么
[01:22:33.280 --> 01:22:35.080] 班局都没有啊
[01:22:35.080 --> 01:22:36.700] 班局都没有啊
[01:22:36.700 --> 01:22:37.620] 所以呢
[01:22:37.620 --> 01:22:38.740] 那这个就是啊
[01:22:38.740 --> 01:22:39.840] 实际上这个就是
[01:22:39.840 --> 01:22:42.860] 确实是很深的啊
[01:22:42.860 --> 01:22:43.840] 然后呢
[01:22:43.840 --> 01:22:48.340] 自行无任何成立啊
[01:22:48.340 --> 01:22:50.000] 那这就是一无所有嘛
[01:22:50.000 --> 01:22:51.080] 一无所有
[01:22:51.080 --> 01:22:52.660] 或者是本来无一无
[01:22:52.660 --> 01:22:56.240] 然后这个本来无有无
[01:22:56.240 --> 01:22:57.900] 跟光明啊
[01:22:57.900 --> 01:23:00.120] 这个重向啊
[01:23:00.120 --> 01:23:01.580] 一喝啊
[01:23:01.580 --> 01:23:03.680] 那就叫做明空无别了
[01:23:03.680 --> 01:23:05.840] 明空无别啊
[01:23:05.840 --> 01:23:07.300] 明空无别
[01:23:07.300 --> 01:23:08.560] 那就是这个
[01:23:08.560 --> 01:23:09.960] 那就是这个
[01:23:09.960 --> 01:23:12.700] 诸佛菩萨的本体啊
[01:23:12.700 --> 01:23:14.480] 诸佛菩萨的本体啊
[01:23:14.480 --> 01:23:15.020] 大家要知道
[01:23:15.020 --> 01:23:15.760] 比如说我们
[01:23:15.760 --> 01:23:17.080] 用尼啊
